document_id,overall_markitdown_0_1_8,overall_kordoc_candidate5,overall_kordoc_candidate7,overall_markitdown_minus_candidate7,nid_markitdown_0_1_8,nid_kordoc_candidate5,nid_kordoc_candidate7,nid_markitdown_minus_candidate7,nid_s_markitdown_0_1_8,nid_s_kordoc_candidate5,nid_s_kordoc_candidate7,nid_s_markitdown_minus_candidate7,teds_markitdown_0_1_8,teds_kordoc_candidate5,teds_kordoc_candidate7,teds_markitdown_minus_candidate7,teds_s_markitdown_0_1_8,teds_s_kordoc_candidate5,teds_s_kordoc_candidate7,teds_s_markitdown_minus_candidate7,mhs_markitdown_0_1_8,mhs_kordoc_candidate5,mhs_kordoc_candidate7,mhs_markitdown_minus_candidate7,mhs_s_markitdown_0_1_8,mhs_s_kordoc_candidate5,mhs_s_kordoc_candidate7,mhs_s_markitdown_minus_candidate7
01030000000012,0.9462272333044233,0.9685886402753873,0.9705819196907881,-0.024354686386364843,0.9462272333044233,0.9685886402753873,0.9705819196907881,-0.024354686386364843,0.9462272333044233,0.9685886402753873,0.9705819196907881,-0.024354686386364843,,,,,,,,,,,,,,,,
01030000000013,0.3808572063069065,0.5886012748936802,0.5891584550122857,-0.2083012487053792,0.761714412613813,0.7453199825859818,0.7463594870680287,0.015354925545784326,0.761714412613813,0.7453199825859818,0.7463594870680287,0.015354925545784326,,,,,,,,,0.0,0.43188256720137863,0.4319574229565426,-0.4319574229565426,0.0,1.0,1.0,-1.0
01030000000014,0.6886792452830188,0.9476145930776425,0.949579831932773,-0.26090058664975413,0.6886792452830188,0.9476145930776425,0.949579831932773,-0.26090058664975413,0.6886792452830188,0.9476145930776425,0.949579831932773,-0.26090058664975413,,,,,,,,,,,,,,,,
01030000000015,0.9336065573770491,0.7403494514425032,0.7397482744620382,0.19385828291501095,0.9336065573770491,0.7403494514425032,0.7397482744620382,0.19385828291501095,0.9336065573770491,0.7403494514425032,0.7397482744620382,0.19385828291501095,,,,,,,,,,,,,,,,
01030000000016,0.2269692923898531,0.7689080105403782,0.7689080105403782,-0.5419387181505251,0.4539385847797062,0.6932100959829364,0.6932100959829364,-0.23927151120323015,0.03522504892367906,0.03714565004887582,0.03714565004887582,-0.0019206011251967636,,,,,,,,,0.0,0.84460592509782,0.84460592509782,-0.84460592509782,0.0,1.0,1.0,-1.0
01030000000017,0.9816568047337279,0.9727192725139338,0.9730205278592375,0.008636276874490312,0.9816568047337279,0.9727192725139338,0.9730205278592375,0.008636276874490312,0.9816568047337279,0.9727192725139338,0.9730205278592375,0.008636276874490312,,,,,,,,,,,,,,,,
01030000000018,0.39053398058252425,0.8321005675220385,0.8321005675220385,-0.4415665869395143,0.7810679611650485,0.7831149927219796,0.7831149927219796,-0.0020470315569310893,0.7810679611650485,0.7831149927219796,0.7831149927219796,-0.0020470315569310893,,,,,,,,,0.0,0.8810861423220974,0.8810861423220974,-0.8810861423220974,0.0,1.0,1.0,-1.0
01030000000019,0.49891950297136684,0.9939560061466608,0.9939560061466608,-0.49503650317529396,0.9978390059427337,0.9983801295896328,0.9983801295896328,-0.0005411236468991776,0.9978390059427337,0.9983801295896328,0.9983801295896328,-0.0005411236468991776,,,,,,,,,0.0,0.9895318827036889,0.9895318827036889,-0.9895318827036889,0.0,1.0,1.0,-1.0
01030000000020,0.9962714392244594,0.9958970533383067,0.9962714392244594,0.0,0.9962714392244594,0.9958970533383067,0.9962714392244594,0.0,0.9962714392244594,0.9958970533383067,0.9962714392244594,0.0,,,,,,,,,,,,,,,,
01030000000021,0.4982476635514018,0.8725106256419478,0.8725106256419478,-0.374262962090546,0.9964953271028036,0.9959088252483927,0.9959088252483927,0.0005865018544108924,0.9964953271028036,0.9959088252483927,0.9959088252483927,0.0005865018544108924,,,,,,,,,0.0,0.7491124260355029,0.7491124260355029,-0.7491124260355029,0.0,0.75,0.75,-0.75
01030000000022,0.9963084495488104,0.9956905397085984,0.9958965941731637,0.00041185537564669694,0.9963084495488104,0.9956905397085984,0.9958965941731637,0.00041185537564669694,0.9963084495488104,0.9956905397085984,0.9958965941731637,0.00041185537564669694,,,,,,,,,,,,,,,,
01030000000023,0.9988216810683425,0.998231479662016,0.9984282907662082,0.0003933903021342555,0.9988216810683425,0.998231479662016,0.9984282907662082,0.0003933903021342555,0.9988216810683425,0.998231479662016,0.9984282907662082,0.0003933903021342555,,,,,,,,,,,,,,,,
01030000000024,0.9995910020449899,0.9985670419651995,0.9989768774299163,0.0006141246150735968,0.9995910020449899,0.9985670419651995,0.9989768774299163,0.0006141246150735968,0.9995910020449899,0.9985670419651995,0.9989768774299163,0.0006141246150735968,,,,,,,,,,,,,,,,
01030000000025,0.9990791896869244,0.9983874683252707,0.9983874683252707,0.000691721361653741,0.9990791896869244,0.9983874683252707,0.9983874683252707,0.000691721361653741,0.9990791896869244,0.9983874683252707,0.9983874683252707,0.000691721361653741,,,,,,,,,,,,,,,,
01030000000026,0.9981412639405205,0.9972093023255814,0.9974424552429667,0.0006988086975537877,0.9981412639405205,0.9972093023255814,0.9974424552429667,0.0006988086975537877,0.9981412639405205,0.9972093023255814,0.9974424552429667,0.0006988086975537877,,,,,,,,,,,,,,,,
01030000000027,0.24726301735647527,0.5791173304628633,0.5791173304628633,-0.331854313106388,0.24726301735647527,0.5791173304628633,0.5791173304628633,-0.331854313106388,0.24726301735647527,0.5791173304628633,0.5791173304628633,-0.331854313106388,,,,,,,,,,,,,,,,
01030000000028,0.32003859761981346,0.6269488763974633,0.6269488763974633,-0.30691027877764987,0.6400771952396269,0.9890981169474727,0.9890981169474727,-0.3490209217078458,0.6400771952396269,0.9890981169474727,0.9890981169474727,-0.3490209217078458,,,,,,,,,0.0,0.2647996358474539,0.2647996358474539,-0.2647996358474539,0.0,0.36363636363636365,0.36363636363636365,-0.36363636363636365
01030000000029,0.3242849713988559,0.7094473361910594,0.7094473361910594,-0.38516236479220345,0.6485699427977119,0.9721212121212122,0.9721212121212122,-0.3235512693235003,0.6485699427977119,0.9721212121212122,0.9721212121212122,-0.3235512693235003,,,,,,,,,0.0,0.4467734602609067,0.4467734602609067,-0.4467734602609067,0.0,0.5454545454545454,0.5454545454545454,-0.5454545454545454
01030000000030,0.4840563589173156,0.9513963894460731,0.9515581610614008,-0.4675018021440852,0.4840563589173156,0.9513963894460731,0.9515581610614008,-0.4675018021440852,0.6614902601825363,0.9439327839715623,0.944103392568659,-0.28261313238612273,,,,,,,,,,,,,,,,
01030000000031,0.2978967934720147,0.585802311778767,0.585802311778767,-0.28790551830675226,0.5957935869440294,0.8881251074067709,0.8881251074067709,-0.29233152046274147,0.5957935869440294,0.5530839231547018,0.5530839231547018,0.04270966378932761,,,,,,,,,0.0,0.28347951615076317,0.28347951615076317,-0.28347951615076317,0.0,0.6666666666666667,0.6666666666666667,-0.6666666666666667
01030000000032,0.48729253112033194,0.9820787988182167,0.9826730875064327,-0.49538055638610073,0.9745850622406639,0.9743456854107282,0.9751424132573796,-0.0005573510167157236,0.9745850622406639,0.9743456854107282,0.9751424132573796,-0.0005573510167157236,,,,,,,,,0.0,0.9898119122257053,0.9902037617554859,-0.9902037617554859,0.0,1.0,1.0,-1.0
01030000000033,0.48275862068965514,0.7539652659064436,0.7541457286001231,-0.27138710791046794,0.9655172413793103,0.9313121743249646,0.9315652379824769,0.03395200339683335,0.9655172413793103,0.6117411607738492,0.6122040680226742,0.35331317335663603,,,,,,,,,0.0,0.5766183574879227,0.5767262192177692,-0.5767262192177692,0.0,0.6,0.6,-0.6
01030000000034,0.923117430226435,0.8792801799550112,0.8801198801198801,0.04299755010655493,0.923117430226435,0.8792801799550112,0.8801198801198801,0.04299755010655493,0.923117430226435,0.8806978052898145,0.8816418330053416,0.041475597221093397,,,,,,,,,,,,,,,,
01030000000035,0.4495311638168781,0.9291008925936104,0.9291008925936104,-0.4795697287767323,0.8990623276337562,0.9409178345699368,0.9409178345699368,-0.041855506936180675,0.8990623276337562,0.9409178345699368,0.9409178345699368,-0.041855506936180675,,,,,,,,,0.0,0.917283950617284,0.917283950617284,-0.917283950617284,0.0,1.0,1.0,-1.0
01030000000036,0.4319566689234936,0.6496785734080659,0.6496785734080659,-0.2177219044845723,0.8639133378469872,0.5230017251293847,0.5230017251293847,0.3409116127176025,0.8639133378469872,0.019522046449007013,0.019522046449007013,0.8443912913979802,,,,,,,,,0.0,0.776355421686747,0.776355421686747,-0.776355421686747,0.0,1.0,1.0,-1.0
01030000000037,0.46498855835240277,0.5420573476876437,0.5420573476876437,-0.07706878933524092,0.9299771167048055,0.6500233317778814,0.6500233317778814,0.27995378492692413,0.9299771167048055,0.6500233317778814,0.6500233317778814,0.27995378492692413,,,,,,,,,0.0,0.43409136359740597,0.43409136359740597,-0.43409136359740597,0.0,0.6,0.6,-0.6
01030000000038,0.4826796450042943,0.5822686021285737,0.5822686021285737,-0.0995889571242794,0.9653592900085886,0.743452699091395,0.743452699091395,0.22190659091719356,0.9653592900085886,0.7245657568238212,0.7245657568238212,0.24079353318476737,,,,,,,,,0.0,0.42108450516575224,0.42108450516575224,-0.42108450516575224,0.0,0.75,0.75,-0.75
01030000000039,0.49009900990099015,0.7226400178733645,0.7226400178733645,-0.23254100797237437,0.9801980198019803,0.6893106893106892,0.6893106893106892,0.2908873304912911,0.9801980198019803,0.5391969407265774,0.5391969407265774,0.44100107907540287,,,,,,,,,0.0,0.7559693464360397,0.7559693464360397,-0.7559693464360397,0.0,1.0,1.0,-1.0
01030000000040,0.6301587301587301,0.9932486100079428,0.9932486100079428,-0.3630898798492127,0.6301587301587301,0.9932486100079428,0.9932486100079428,-0.3630898798492127,0.6301587301587301,0.9932486100079428,0.9932486100079428,-0.3630898798492127,,,,,,,,,,,,,,,,
01030000000041,0.45523161166198006,0.9565390749601277,0.9565390749601277,-0.5013074632981476,0.45523161166198006,0.9565390749601277,0.9565390749601277,-0.5013074632981476,0.5945108455068615,0.9565390749601277,0.9565390749601277,-0.3620282294532662,,,,,,,,,,,,,,,,
01030000000042,0.7213876967095851,0.9871244635193134,0.9878484631879914,-0.2664607664784062,0.7213876967095851,0.9871244635193134,0.9878484631879914,-0.2664607664784062,0.7213876967095851,0.9871244635193134,0.9878484631879914,-0.2664607664784062,,,,,,,,,,,,,,,,
01030000000043,0.8287380699893956,0.8155747260433668,0.8155747260433668,0.013163343946028805,0.8287380699893956,0.8155747260433668,0.8155747260433668,0.013163343946028805,0.8287380699893956,0.8155747260433668,0.8155747260433668,0.013163343946028805,,,,,,,,,,,,,,,,
01030000000044,0.46349206349206346,0.7581906145819572,0.7581906145819572,-0.2946985510898938,0.9269841269841269,0.6796338672768879,0.6796338672768879,0.247350259707239,0.9269841269841269,0.11309523809523814,0.11309523809523814,0.8138888888888888,,,,,,,,,0.0,0.8367473618870267,0.8367473618870267,-0.8367473618870267,0.0,1.0,1.0,-1.0
01030000000045,0.34985754985754985,0.8293918918918919,0.8293918918918919,-0.47953434203434203,0.6997150997150997,0.875,0.875,-0.1752849002849003,0.5575129533678757,0.8844984802431611,0.8844984802431611,-0.3269855268752855,0.0,0.7837837837837838,0.7837837837837838,-0.7837837837837838,0.0,0.7837837837837838,0.7837837837837838,-0.7837837837837838,,,,,,,,
01030000000046,0.7188778646364969,0.731501511841767,0.731501511841767,-0.012623647205270094,0.8015094339622642,0.7938780548012836,0.7938780548012836,0.007631379160980556,0.8519040902679831,0.9884297520661157,0.9884297520661157,-0.13652566179813264,0.6362462953107297,0.6691249688822505,0.6691249688822505,-0.032878673571520745,0.6699999999999999,0.8252427184466019,0.8252427184466019,-0.15524271844660198,,,,,,,,
01030000000047,0.6045541356589395,0.6794923200296095,0.6794923200296095,-0.07493818437067001,0.7086460032626427,0.7427055702917772,0.7427055702917772,-0.034059567029134485,0.4423963133640553,0.967741935483871,0.967741935483871,-0.5253456221198156,0.5004622680552363,0.6162790697674418,0.6162790697674418,-0.11581680171220554,0.696969696969697,0.8023255813953488,0.8023255813953488,-0.1053558844256518,,,,,,,,
01030000000048,0.49218089602704995,0.9969180775131133,0.9972389927000597,-0.5050580966730097,0.9843617920540999,0.9951405028523136,0.9955649419218585,-0.01120314986775861,0.9843617920540999,0.9951405028523136,0.9955649419218585,-0.01120314986775861,,,,,,,,,0.0,0.9986956521739131,0.9989130434782608,-0.9989130434782608,0.0,1.0,1.0,-1.0
01030000000049,0.9637681159420289,0.9904153354632588,0.9904153354632588,-0.026647219521229837,0.9637681159420289,0.9904153354632588,0.9904153354632588,-0.026647219521229837,0.9637681159420289,0.9904153354632588,0.9904153354632588,-0.026647219521229837,,,,,,,,,,,,,,,,
01030000000050,0.9469512195121951,0.9847653869591713,0.9847653869591713,-0.03781416744697619,0.9469512195121951,0.9847653869591713,0.9847653869591713,-0.03781416744697619,0.9469512195121951,0.9847653869591713,0.9847653869591713,-0.03781416744697619,,,,,,,,,,,,,,,,
01030000000051,0.5046170560070333,0.9268749319067875,0.9270868884645999,-0.42246983245756653,0.8591511219248446,0.9348680516563728,0.9351669941060904,-0.07601587218124584,0.9677744209466264,0.9953440248318676,0.9958634953464324,-0.028089074399806013,0.6547000460962553,0.8940355145250668,0.8940355145250668,-0.23933546842881148,0.7213114754098361,0.9245283018867925,0.9245283018867925,-0.20321682647695638,0.0,0.9517212295389229,0.9520581567626426,-0.9520581567626426,0.0,1.0,1.0,-1.0
01030000000052,0.905725328455738,0.884889308440618,0.884889308440618,0.020836020015120083,0.916307552733046,0.9308755760368663,0.9308755760368663,-0.014568023303820343,0.9792401096748923,0.9776908023483366,0.9776908023483366,0.0015493073265556712,0.8951431041784302,0.8389030408443696,0.8389030408443696,0.05624006333406062,0.921875,0.8524590163934427,0.8524590163934427,0.06941598360655732,,,,,,,,
01030000000053,0.5806726538666337,0.9327547638625329,0.9327547638625329,-0.3520821099958992,0.904039104708001,0.9442417926003127,0.9442417926003127,-0.04020268789231174,0.9738302934179223,0.9919354838709676,0.9919354838709676,-0.018105190453045372,0.8379788568919003,0.8969610540934254,0.8969610540934254,-0.05898219720152509,0.88,0.9166666666666666,0.9166666666666666,-0.036666666666666625,0.0,0.9570614448938606,0.9570614448938606,-0.9570614448938606,0.0,1.0,1.0,-1.0
01030000000054,0.4995302959135744,0.8969712321373174,0.8969712321373174,-0.39744093622374305,0.9990605918271488,0.9974196575181797,0.9974196575181797,0.0016409343089690553,0.9990605918271488,0.9974196575181797,0.9974196575181797,0.0016409343089690553,,,,,,,,,0.0,0.7965228067564551,0.7965228067564551,-0.7965228067564551,0.0,0.8,0.8,-0.8
01030000000055,0.9557894736842105,0.9501862197392924,0.9501862197392924,0.0056032539449181185,0.9557894736842105,0.9501862197392924,0.9501862197392924,0.0056032539449181185,0.9557894736842105,0.9501862197392924,0.9501862197392924,0.0056032539449181185,,,,,,,,,,,,,,,,
01030000000056,0.9002004008016032,0.893735130848533,0.893735130848533,0.006465269953070285,0.9002004008016032,0.893735130848533,0.893735130848533,0.006465269953070285,0.9002004008016032,0.893735130848533,0.893735130848533,0.006465269953070285,,,,,,,,,,,,,,,,
01030000000057,0.930783242258652,0.9223826714801444,0.9223826714801444,0.008400570778507643,0.930783242258652,0.9223826714801444,0.9223826714801444,0.008400570778507643,0.930783242258652,0.9223826714801444,0.9223826714801444,0.008400570778507643,,,,,,,,,,,,,,,,
01030000000058,0.4630518234165068,0.9311260443746833,0.9311260443746833,-0.46807422095817647,0.9261036468330136,0.9151256519677573,0.9151256519677573,0.010977994865256302,0.9261036468330136,0.9151256519677573,0.9151256519677573,0.010977994865256302,,,,,,,,,0.0,0.9471264367816092,0.9471264367816092,-0.9471264367816092,0.0,1.0,1.0,-1.0
01030000000059,0.7554904831625183,0.7373447946513849,0.7373447946513849,0.018145688511133407,0.7554904831625183,0.7373447946513849,0.7373447946513849,0.018145688511133407,0.7554904831625183,0.7373447946513849,0.7373447946513849,0.018145688511133407,,,,,,,,,,,,,,,,
01030000000060,0.8763666947014298,0.8576131687242798,0.8576131687242798,0.018753525977149965,0.8763666947014298,0.8576131687242798,0.8576131687242798,0.018753525977149965,0.8763666947014298,0.8576131687242798,0.8576131687242798,0.018753525977149965,,,,,,,,,,,,,,,,
01030000000061,0.9247202441505595,0.9298515104966718,0.9298515104966718,-0.005131266346112273,0.9247202441505595,0.9298515104966718,0.9298515104966718,-0.005131266346112273,0.9247202441505595,0.9298515104966718,0.9298515104966718,-0.005131266346112273,,,,,,,,,,,,,,,,
01030000000062,0.4993932038834952,0.9933070109473255,0.9935654456617402,-0.49417224177824504,0.9987864077669903,0.9918650195842121,0.9921686746987952,0.006617733068195131,0.9987864077669903,0.9918650195842121,0.9921686746987952,0.006617733068195131,,,,,,,,,0.0,0.994749002310439,0.9949622166246851,-0.9949622166246851,0.0,1.0,1.0,-1.0
01030000000063,0.9842312746386334,0.9689119170984456,0.9689119170984456,0.015319357540187761,0.9842312746386334,0.9689119170984456,0.9689119170984456,0.015319357540187761,0.9842312746386334,0.9689119170984456,0.9689119170984456,0.015319357540187761,,,,,,,,,,,,,,,,
01030000000064,0.9132736742151757,0.9311979964966061,0.9313156742556918,-0.01804200004051615,0.956982131039047,0.9248959929932121,0.9251313485113836,0.03185078252766338,0.9913312693498452,0.9928415810768751,0.9931549471064095,-0.0018236777565643347,0.8695652173913043,0.9375,0.9375,-0.06793478260869568,0.9347826086956522,0.9375,0.9375,-0.0027173913043477826,,,,,,,,
01030000000065,0.49962546816479403,0.9931522714629357,0.9931522714629357,-0.4935268032981417,0.9992509363295881,0.9910913140311804,0.9910913140311804,0.00815962229840761,0.9992509363295881,0.9910913140311804,0.9910913140311804,0.00815962229840761,,,,,,,,,0.0,0.995213228894691,0.995213228894691,-0.995213228894691,0.0,1.0,1.0,-1.0
01030000000066,0.968349842957236,0.9618247298919568,0.9618247298919568,0.006525113065279253,0.968349842957236,0.9618247298919568,0.9618247298919568,0.006525113065279253,0.968349842957236,0.9618247298919568,0.9618247298919568,0.006525113065279253,,,,,,,,,,,,,,,,
01030000000067,0.4936075597554197,0.9771805665033162,0.9771805665033162,-0.4835730067478965,0.9872151195108394,0.9745186862967158,0.9745186862967158,0.012696433214123615,0.9872151195108394,0.9745186862967158,0.9745186862967158,0.012696433214123615,,,,,,,,,0.0,0.9798424467099166,0.9798424467099166,-0.9798424467099166,0.0,1.0,1.0,-1.0
01030000000068,0.9895931882686849,0.9847715736040609,0.9847715736040609,0.004821614664624052,0.9895931882686849,0.9847715736040609,0.9847715736040609,0.004821614664624052,0.9895931882686849,0.9847715736040609,0.9847715736040609,0.004821614664624052,,,,,,,,,,,,,,,,
01030000000069,0.4965007776049767,0.6084442288283727,0.6084442288283727,-0.111943451223396,0.9930015552099534,0.9872734284612418,0.9872734284612418,0.005728126748711593,0.9930015552099534,0.9872734284612418,0.9872734284612418,0.005728126748711593,,,,,,,,,0.0,0.2296150291955037,0.2296150291955037,-0.2296150291955037,0.0,0.4545454545454546,0.4545454545454546,-0.4545454545454546
01030000000070,0.8499399759903962,0.8066852367688022,0.8066852367688022,0.04325473922159395,0.8499399759903962,0.8066852367688022,0.8066852367688022,0.04325473922159395,0.8499399759903962,0.735873850197109,0.735873850197109,0.11406612579328712,,,,,,,,,,,,,,,,
01030000000071,0.48758072528564333,0.8612999170517834,0.8612999170517834,-0.3737191917661401,0.9751614505712867,0.8132183908045977,0.8132183908045977,0.161943059766689,0.9751614505712867,0.9424986931521171,0.9424986931521171,0.032662757419169575,,,,,,,,,0.0,0.9093814432989691,0.9093814432989691,-0.9093814432989691,0.0,1.0,1.0,-1.0
01030000000072,0.7363636363636362,0.5581929555895866,0.5581929555895866,0.17817068077404963,0.7363636363636362,0.5581929555895866,0.5581929555895866,0.17817068077404963,0.7363636363636362,0.6015538290788014,0.6015538290788014,0.13480980728483483,,,,,,,,,,,,,,,,
01030000000073,0.8425302826379543,0.813632441760138,0.813632441760138,0.028897840877816217,0.8425302826379543,0.813632441760138,0.813632441760138,0.028897840877816217,0.8425302826379543,0.7922616305849839,0.7922616305849839,0.050268652052970375,,,,,,,,,,,,,,,,
01030000000074,0.9563758389261746,0.8828671328671329,0.8828671328671329,0.0735087060590417,0.9563758389261746,0.8828671328671329,0.8828671328671329,0.0735087060590417,0.9563758389261746,0.9582321515298688,0.9582321515298688,-0.0018563126036942323,,,,,,,,,,,,,,,,
01030000000075,0.9901586663988753,0.9929478138222849,0.9929478138222849,-0.0027891474234096325,0.9901586663988753,0.9929478138222849,0.9929478138222849,-0.0027891474234096325,0.9901586663988753,0.9929478138222849,0.9929478138222849,-0.0027891474234096325,,,,,,,,,,,,,,,,
01030000000076,0.6075009283327144,0.48816029143898,0.48816029143898,0.11934063689373442,0.6075009283327144,0.48816029143898,0.48816029143898,0.11934063689373442,0.7463516330785267,0.9359720605355064,0.9359720605355064,-0.1896204274569797,,,,,,,,,,,,,,,,
01030000000077,0.4859053989488772,0.6734741715683419,0.6734741715683419,-0.1875687726194647,0.9718107978977544,0.8255197717081125,0.8255197717081125,0.14629102618964185,0.9718107978977544,0.9801548886737658,0.9801548886737658,-0.008344090776011392,,,,,,,,,0.0,0.5214285714285714,0.5214285714285714,-0.5214285714285714,0.0,0.5714285714285714,0.5714285714285714,-0.5714285714285714
01030000000078,0.519359530658346,0.47442311431408213,0.47442311431408213,0.04493641634426382,0.7131376659678547,0.700228832951945,0.700228832951945,0.012908833015909615,0.9128586609989372,0.8543080939947781,0.8543080939947781,0.05855056700415906,0.32558139534883723,0.2486173956762192,0.2486173956762192,0.07696399967261802,0.32558139534883723,0.46794871794871795,0.46794871794871795,-0.14236732259988072,,,,,,,,
01030000000079,0.48574686431014824,0.5957549445248432,0.5957549445248432,-0.11000808021469499,0.9714937286202965,0.8581765557163531,0.8581765557163531,0.11331717290394339,0.9714937286202965,0.8581765557163531,0.8581765557163531,0.11331717290394339,,,,,,,,,0.0,0.33333333333333337,0.33333333333333337,-0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,-0.33333333333333337
01030000000080,0.2718026401211859,0.5598930481283422,0.5598930481283422,-0.2880904080071563,0.5436052802423718,0.7864527629233511,0.7864527629233511,-0.24284748268097933,0.546205472379969,0.7864527629233511,0.7864527629233511,-0.24024729054338212,,,,,,,,,0.0,0.33333333333333337,0.33333333333333337,-0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,-0.33333333333333337
01030000000081,0.6760278670291646,0.9623415361670395,0.9623415361670395,-0.2863136691378749,0.8193771626297578,0.9246830723340791,0.9246830723340791,-0.1053059097043213,0.8644763860369609,0.987012987012987,0.987012987012987,-0.12253660097602614,0.5326785714285714,1.0,1.0,-0.46732142857142855,0.5714285714285714,1.0,1.0,-0.4285714285714286,,,,,,,,
01030000000082,0.7940193175954592,0.9476323208370014,0.9476323208370014,-0.15361300324154226,0.8439999999999999,0.8960109103307193,0.8960109103307193,-0.05201091033071947,0.9100917431192661,0.9780439121756487,0.9780439121756487,-0.06795216905638257,0.7440386351909185,0.9992537313432835,0.9992537313432835,-0.25521509615236504,0.8125,1.0,1.0,-0.1875,,,,,,,,
01030000000083,0.7248766811234166,0.9452537023549406,0.9452537023549406,-0.22037702123152392,0.7976298997265269,0.890507404709881,0.890507404709881,-0.09287750498335412,0.8702702702702703,0.9652042360060514,0.9652042360060514,-0.09493396573578117,0.6521234625203063,1.0,1.0,-0.3478765374796937,0.697841726618705,1.0,1.0,-0.302158273381295,,,,,,,,
